Tag.applicationname,Tag.cvsappid,Routes.AddressPrefix,Location
,APM0015476,AzureMonitor,eastus2
,APM0015493,AzureMonitor,eastus2
,APM0015519,AzureMonitor,eastus2
,APM0015532,AzureMonitor,eastus2
,APM0015724,AzureMonitor,eastus2
,APM0015725,AzureMonitor,eastus2
,APM0015737,AzureMonitor,eastus2
,APM0015762,AzureMonitor,eastus2
,APM0015795,AzureMonitor,eastus2
,APM0015821,AzureMonitor,eastus2
,APM0015822,AzureMonitor,eastus2
,APM0015859,AzureMonitor,eastus2
,apm0015867,AzureMonitor,eastus2
,APM0015873,AzureMonitor,eastus2
,APM0015907,AzureMonitor,eastus2
,APM0015911,AzureMonitor,eastus2
,APM0015922,AzureMonitor,eastus2
,APM0015929,AzureMonitor,eastus2
,APM0015952,AzureMonitor,eastus2
,APM0016021,AzureMonitor,eastus2
,APM0016029,AzureMonitor,eastus2
,APM0016041,AzureMonitor,eastus2
,APM0016077,AzureMonitor,eastus2
,APM0016129,AzureMonitor,eastus2
,APM0016166,AzureMonitor,eastus2
,APM0016258,AzureMonitor,eastus2
,APM0016262,AzureMonitor,eastus2
,APM0016264,AzureMonitor,eastus2
,APM0016315,AzureMonitor,eastus2
,APM0016318,AzureMonitor,eastus2
,APM0016349,AzureMonitor,eastus2
,APM0016357,AzureMonitor,eastus2
,APM0016360,AzureMonitor,eastus2
,APM0016365,AzureMonitor,eastus2
,APM0016403,AzureMonitor,eastus2
,APM0016412,AzureMonitor,eastus2
,APM0016413,AzureMonitor,eastus2
,APM0016449,AzureMonitor,eastus2
,APM0016483,AzureMonitor,eastus2
,APM0016544,AzureMonitor,eastus2
,APM0016557,AzureMonitor,eastus2
,APM0016572,AzureMonitor,eastus2
,APM0016595,AzureMonitor,eastus2
,APM0016605,AzureMonitor,eastus2
,APM0016617,AzureMonitor,eastus2
,APM0016730,AzureMonitor,eastus2
,APM0016765,AzureMonitor,eastus2
,apm0016783,AzureMonitor,eastus2
,APM0016830,AzureMonitor,eastus2
,APM0016993,AzureMonitor,eastus2
,APM0017007,AzureMonitor,eastus2
,APM0017185,AzureMonitor,eastus2
,APM0017186,AzureMonitor,eastus2
,APM0017241,AzureMonitor,eastus2
,APM0017295,AzureMonitor,eastus2
,APM0017350,AzureMonitor,eastus2
,APM0017361,AzureMonitor,eastus2
,APM0017432,AzureMonitor,eastus2
,APM0017538,AzureMonitor,eastus2
,APM0017552,AzureMonitor,eastus2
,APM0017553,AzureMonitor,eastus2
,APM0017637,AzureMonitor,eastus2
,APM0017825,AzureMonitor,eastus2
,APM0017849,AzureMonitor,eastus2
,APM0017858,AzureMonitor,eastus2
,APM0017989,AzureMonitor,eastus2
,APM0018044,AzureMonitor,eastus2
,APM0018136,AzureMonitor,eastus2
,APM0018203,AzureMonitor,eastus2
,APM0018248,AzureMonitor,eastus2
,APM0018363,AzureMonitor,eastus2
,APM0018621,AzureMonitor,eastus2
,APM0018679,AzureMonitor,eastus2
,,AzureResourceManager,eastus2
,APM0000000,AzureResourceManager,eastus2
,APM0001171,AzureResourceManager,eastus2
,APM0001315,AzureResourceManager,eastus2
,APM0001381,AzureResourceManager,eastus2
,APM0001384,AzureResourceManager,eastus2
,APM0001385,AzureResourceManager,eastus2
,APM0001447,AzureResourceManager,eastus2
,APM0001489,AzureResourceManager,eastus2
,APM0001684,AzureResourceManager,eastus2
,APM0001865,AzureResourceManager,eastus2
,APM0001942,AzureResourceManager,eastus2
,APM0002002,AzureResourceManager,eastus2
,APM0002090,AzureResourceManager,eastus2
,apm0002105,AzureResourceManager,eastus2
,APM0002301,AzureResourceManager,eastus2
,APM0002550,AzureResourceManager,eastus2
,APM0003045,AzureResourceManager,eastus2
,APM0003083,AzureResourceManager,eastus2
,APM0003108,AzureResourceManager,eastus2
,APM0003111,AzureResourceManager,eastus2
,APM0003288,AzureResourceManager,eastus2
,APM0003585,AzureResourceManager,eastus2
,APM0003648,AzureResourceManager,eastus2
,APM0003714,AzureResourceManager,eastus2
,APM0003872,AzureResourceManager,eastus2
,APM0004199,AzureResourceManager,eastus2
,APM0005099,AzureResourceManager,eastus2
,APM0005295,AzureResourceManager,eastus2
,APM0005296,AzureResourceManager,eastus2
,APM0005335,AzureResourceManager,eastus2
,APM0005506,AzureResourceManager,eastus2
,APM0006045,AzureResourceManager,eastus2
,APM0006164,AzureResourceManager,eastus2
,APM0006591,AzureResourceManager,eastus2
,APM0006640,AzureResourceManager,eastus2
,APM0006849,AzureResourceManager,eastus2
,APM0007588,AzureResourceManager,eastus2
,APM0007593,AzureResourceManager,eastus2
,APM0007729,AzureResourceManager,eastus2
,APM0007975,AzureResourceManager,eastus2
,APM0008014,AzureResourceManager,eastus2
,APM0008126,AzureResourceManager,eastus2
,APM0008253,AzureResourceManager,eastus2
,APM0008294,AzureResourceManager,eastus2
,APM0008494,AzureResourceManager,eastus2
,APM0008507,AzureResourceManager,eastus2
,APM0008512,AzureResourceManager,eastus2
,APM0008675,AzureResourceManager,eastus2
,APM0009041,AzureResourceManager,eastus2
,APM0009085,AzureResourceManager,eastus2
,APM0009112,AzureResourceManager,eastus2
,APM0009332,AzureResourceManager,eastus2
,APM0009775,AzureResourceManager,eastus2
,APM0009819,AzureResourceManager,eastus2
,APM0010174,AzureResourceManager,eastus2
,APM0010333,AzureResourceManager,eastus2
,APM0010442,AzureResourceManager,eastus2
,APM0010763,AzureResourceManager,eastus2
,APM0010841,AzureResourceManager,eastus2
,APM0010854,AzureResourceManager,eastus2
,APM0010906,AzureResourceManager,eastus2
,APM0010915,AzureResourceManager,eastus2
,APM0011070,AzureResourceManager,eastus2
,APM0011455,AzureResourceManager,eastus2
,APM0011584,AzureResourceManager,eastus2
,APM0011813,AzureResourceManager,eastus2
,APM0011867,AzureResourceManager,eastus2
,APM0011971,AzureResourceManager,eastus2
,APM0012016,AzureResourceManager,eastus2
,APM0012198,AzureResourceManager,eastus2
,APM0012511,AzureResourceManager,eastus2
,APM0012630,AzureResourceManager,eastus2
,APM0012649,AzureResourceManager,eastus2
,APM0012672,AzureResourceManager,eastus2
,APM0012771,AzureResourceManager,eastus2
,APM0012811,AzureResourceManager,eastus2
,APM0012882,AzureResourceManager,eastus2
,apm0013051,AzureResourceManager,eastus2
,APM0013108,AzureResourceManager,eastus2
,APM0013215,AzureResourceManager,eastus2
,APM0013219,AzureResourceManager,eastus2
,APM0013224,AzureResourceManager,eastus2
,APM0013262,AzureResourceManager,eastus2
,APM0013487,AzureResourceManager,eastus2
,APM0013582,AzureResourceManager,eastus2
,APM0013605,AzureResourceManager,eastus2
,APM0013664,AzureResourceManager,eastus2
,APM0013676,AzureResourceManager,eastus2
,APM0013781,AzureResourceManager,eastus2
,APM0013857,AzureResourceManager,eastus2
,APM0013875,AzureResourceManager,eastus2
,APM0013885,AzureResourceManager,eastus2
,APM0013969,AzureResourceManager,eastus2
,APM0013984,AzureResourceManager,eastus2
,APM0013995,AzureResourceManager,eastus2
,APM0014609,AzureResourceManager,eastus2
,APM0014674,AzureResourceManager,eastus2
,APM0014690,AzureResourceManager,eastus2
,APM0014724,AzureResourceManager,eastus2
,APM0014728,AzureResourceManager,eastus2
,APM0014736,AzureResourceManager,eastus2
,APM0014750,AzureResourceManager,eastus2
,APM0014774,AzureResourceManager,eastus2
,APM0014788,AzureResourceManager,eastus2
,APM0014791,AzureResourceManager,eastus2
,APM0014813,AzureResourceManager,eastus2
,APM0014818,AzureResourceManager,eastus2
,APM0014911,AzureResourceManager,eastus2
,APM0014976,AzureResourceManager,eastus2
,APM0014979,AzureResourceManager,eastus2
,APM0014985,AzureResourceManager,eastus2
,APM0014987,AzureResourceManager,eastus2
,APM0015086,AzureResourceManager,eastus2
,APM0015087,AzureResourceManager,eastus2
,APM0015106,AzureResourceManager,eastus2
,APM0015147,AzureResourceManager,eastus2
,APM0015191,AzureResourceManager,eastus2
,APM0015193,AzureResourceManager,eastus2
,APM0015197,AzureResourceManager,eastus2
,APM0015334,AzureResourceManager,eastus2
,APM0015385,AzureResourceManager,eastus2
,APM0015408,AzureResourceManager,eastus2
,APM0015416,AzureResourceManager,eastus2
,APM0015425,AzureResourceManager,eastus2
,APM0015442,AzureResourceManager,eastus2
,APM0015463,AzureResourceManager,eastus2
,APM0015476,AzureResourceManager,eastus2
,APM0015493,AzureResourceManager,eastus2
,APM0015519,AzureResourceManager,eastus2
,APM0015532,AzureResourceManager,eastus2
,APM0015724,AzureResourceManager,eastus2
,APM0015725,AzureResourceManager,eastus2
,APM0015737,AzureResourceManager,eastus2
,APM0015762,AzureResourceManager,eastus2
,APM0015795,AzureResourceManager,eastus2
,APM0015821,AzureResourceManager,eastus2
,APM0015822,AzureResourceManager,eastus2
,APM0015859,AzureResourceManager,eastus2
,apm0015867,AzureResourceManager,eastus2
,APM0015873,AzureResourceManager,eastus2
,APM0015907,AzureResourceManager,eastus2
,APM0015911,AzureResourceManager,eastus2
,APM0015922,AzureResourceManager,eastus2
,APM0015929,AzureResourceManager,eastus2
,APM0015952,AzureResourceManager,eastus2
,APM0016021,AzureResourceManager,eastus2
,APM0016029,AzureResourceManager,eastus2
,APM0016041,AzureResourceManager,eastus2
,APM0016077,AzureResourceManager,eastus2
,APM0016129,AzureResourceManager,eastus2
,APM0016166,AzureResourceManager,eastus2
,APM0016258,AzureResourceManager,eastus2
,APM0016262,AzureResourceManager,eastus2
,APM0016264,AzureResourceManager,eastus2
,APM0016315,AzureResourceManager,eastus2
,APM0016318,AzureResourceManager,eastus2
,APM0016349,AzureResourceManager,eastus2
,APM0016357,AzureResourceManager,eastus2
,APM0016360,AzureResourceManager,eastus2
,APM0016365,AzureResourceManager,eastus2
,APM0016403,AzureResourceManager,eastus2
,APM0016412,AzureResourceManager,eastus2
,APM0016413,AzureResourceManager,eastus2
,APM0016449,AzureResourceManager,eastus2
,APM0016483,AzureResourceManager,eastus2
,APM0016544,AzureResourceManager,eastus2
,APM0016557,AzureResourceManager,eastus2
,APM0016572,AzureResourceManager,eastus2
,APM0016595,AzureResourceManager,eastus2
,APM0016605,AzureResourceManager,eastus2
,APM0016617,AzureResourceManager,eastus2
,APM0016730,AzureResourceManager,eastus2
,APM0016765,AzureResourceManager,eastus2
,apm0016783,AzureResourceManager,eastus2
,APM0016993,AzureResourceManager,eastus2
,APM0017007,AzureResourceManager,eastus2
,APM0017185,AzureResourceManager,eastus2
,APM0017186,AzureResourceManager,eastus2
,APM0017241,AzureResourceManager,eastus2
,APM0017295,AzureResourceManager,eastus2
,APM0017350,AzureResourceManager,eastus2
,APM0017361,AzureResourceManager,eastus2
,APM0017432,AzureResourceManager,eastus2
,APM0017538,AzureResourceManager,eastus2
,APM0017552,AzureResourceManager,eastus2
,APM0017553,AzureResourceManager,eastus2
,APM0017637,AzureResourceManager,eastus2
,APM0017825,AzureResourceManager,eastus2
,APM0017849,AzureResourceManager,eastus2
,APM0017858,AzureResourceManager,eastus2
,APM0017989,AzureResourceManager,eastus2
,APM0018044,AzureResourceManager,eastus2
,APM0018136,AzureResourceManager,eastus2
,APM0018203,AzureResourceManager,eastus2
,APM0018248,AzureResourceManager,eastus2
,APM0018363,AzureResourceManager,eastus2
,APM0018621,AzureResourceManager,eastus2
,APM0018679,AzureResourceManager,eastus2
,,AzureSentinel,eastus2
,APM0000000,AzureSentinel,eastus2
,APM0001171,AzureSentinel,eastus2
,APM0001315,AzureSentinel,eastus2
,APM0001381,AzureSentinel,eastus2
,APM0001384,AzureSentinel,eastus2
,APM0001385,AzureSentinel,eastus2
,APM0001447,AzureSentinel,eastus2
,APM0001489,AzureSentinel,eastus2
,APM0001684,AzureSentinel,eastus2
,APM0001865,AzureSentinel,eastus2
,APM0001942,AzureSentinel,eastus2
,APM0002002,AzureSentinel,eastus2
,APM0002090,AzureSentinel,eastus2
,apm0002105,AzureSentinel,eastus2
,APM0002301,AzureSentinel,eastus2
,APM0002550,AzureSentinel,eastus2
,APM0003045,AzureSentinel,eastus2
,APM0003083,AzureSentinel,eastus2
,APM0003108,AzureSentinel,eastus2
,APM0003111,AzureSentinel,eastus2
,APM0003288,AzureSentinel,eastus2
,APM0003585,AzureSentinel,eastus2
,APM0003648,AzureSentinel,eastus2
,APM0003714,AzureSentinel,eastus2
,APM0003872,AzureSentinel,eastus2
,APM0004199,AzureSentinel,eastus2
,APM0005099,AzureSentinel,eastus2
,APM0005295,AzureSentinel,eastus2
,APM0005296,AzureSentinel,eastus2
,APM0005335,AzureSentinel,eastus2
,APM0005506,AzureSentinel,eastus2
,APM0006045,AzureSentinel,eastus2
,APM0006164,AzureSentinel,eastus2
,APM0006591,AzureSentinel,eastus2
,APM0006640,AzureSentinel,eastus2
,APM0006849,AzureSentinel,eastus2
,APM0007588,AzureSentinel,eastus2
,APM0007593,AzureSentinel,eastus2
,APM0007729,AzureSentinel,eastus2
,APM0007975,AzureSentinel,eastus2
,APM0008014,AzureSentinel,eastus2
,APM0008126,AzureSentinel,eastus2
,APM0008253,AzureSentinel,eastus2
,APM0008294,AzureSentinel,eastus2
,APM0008494,AzureSentinel,eastus2
,APM0008507,AzureSentinel,eastus2
,APM0008512,AzureSentinel,eastus2
,APM0008675,AzureSentinel,eastus2
,APM0009041,AzureSentinel,eastus2
,APM0009085,AzureSentinel,eastus2
,APM0009112,AzureSentinel,eastus2
,APM0009332,AzureSentinel,eastus2
,APM0009775,AzureSentinel,eastus2
,APM0009819,AzureSentinel,eastus2
,APM0010174,AzureSentinel,eastus2
,APM0010333,AzureSentinel,eastus2
,APM0010442,AzureSentinel,eastus2
,APM0010763,AzureSentinel,eastus2
,APM0010841,AzureSentinel,eastus2
,APM0010854,AzureSentinel,eastus2
,APM0010906,AzureSentinel,eastus2
,APM0010915,AzureSentinel,eastus2
,APM0011070,AzureSentinel,eastus2
,APM0011455,AzureSentinel,eastus2
,APM0011584,AzureSentinel,eastus2
,APM0011813,AzureSentinel,eastus2
,APM0011867,AzureSentinel,eastus2
,APM0011971,AzureSentinel,eastus2
,APM0012016,AzureSentinel,eastus2
,APM0012198,AzureSentinel,eastus2
,APM0012511,AzureSentinel,eastus2
,APM0012630,AzureSentinel,eastus2
,APM0012649,AzureSentinel,eastus2
,APM0012672,AzureSentinel,eastus2
,APM0012771,AzureSentinel,eastus2
,APM0012811,AzureSentinel,eastus2
,APM0012882,AzureSentinel,eastus2
,apm0013051,AzureSentinel,eastus2
,APM0013108,AzureSentinel,eastus2
,APM0013215,AzureSentinel,eastus2
,APM0013219,AzureSentinel,eastus2
,APM0013224,AzureSentinel,eastus2
,APM0013262,AzureSentinel,eastus2
,APM0013487,AzureSentinel,eastus2
,APM0013582,AzureSentinel,eastus2
,APM0013605,AzureSentinel,eastus2
,APM0013664,AzureSentinel,eastus2
,APM0013676,AzureSentinel,eastus2
,APM0013781,AzureSentinel,eastus2
,APM0013857,AzureSentinel,eastus2
,APM0013875,AzureSentinel,eastus2
,APM0013885,AzureSentinel,eastus2
,APM0013969,AzureSentinel,eastus2
,APM0013984,AzureSentinel,eastus2
,APM0013995,AzureSentinel,eastus2
,APM0014609,AzureSentinel,eastus2
,APM0014674,AzureSentinel,eastus2
,APM0014690,AzureSentinel,eastus2
,APM0014724,AzureSentinel,eastus2
,APM0014728,AzureSentinel,eastus2
,APM0014736,AzureSentinel,eastus2
,APM0014750,AzureSentinel,eastus2
,APM0014774,AzureSentinel,eastus2
,APM0014788,AzureSentinel,eastus2
,APM0014791,AzureSentinel,eastus2
,APM0014813,AzureSentinel,eastus2
,APM0014818,AzureSentinel,eastus2
,APM0014911,AzureSentinel,eastus2
,APM0014976,AzureSentinel,eastus2
,APM0014979,AzureSentinel,eastus2
,APM0014985,AzureSentinel,eastus2
,APM0014987,AzureSentinel,eastus2
,APM0015086,AzureSentinel,eastus2
,APM0015087,AzureSentinel,eastus2
,APM0015106,AzureSentinel,eastus2
,APM0015147,AzureSentinel,eastus2
,APM0015191,AzureSentinel,eastus2
,APM0015193,AzureSentinel,eastus2
,APM0015197,AzureSentinel,eastus2
,APM0015334,AzureSentinel,eastus2
,APM0015385,AzureSentinel,eastus2
,APM0015408,AzureSentinel,eastus2
,APM0015416,AzureSentinel,eastus2
,APM0015425,AzureSentinel,eastus2
,APM0015442,AzureSentinel,eastus2
,APM0015463,AzureSentinel,eastus2
,APM0015476,AzureSentinel,eastus2
,APM0015493,AzureSentinel,eastus2
,APM0015519,AzureSentinel,eastus2
,APM0015532,AzureSentinel,eastus2
,APM0015724,AzureSentinel,eastus2
,APM0015725,AzureSentinel,eastus2
,APM0015737,AzureSentinel,eastus2
,APM0015762,AzureSentinel,eastus2
,APM0015795,AzureSentinel,eastus2
,APM0015821,AzureSentinel,eastus2
,APM0015822,AzureSentinel,eastus2
,APM0015859,AzureSentinel,eastus2
,apm0015867,AzureSentinel,eastus2
,APM0015873,AzureSentinel,eastus2
,APM0015907,AzureSentinel,eastus2
,APM0015911,AzureSentinel,eastus2
,APM0015922,AzureSentinel,eastus2
,APM0015929,AzureSentinel,eastus2
,APM0015952,AzureSentinel,eastus2
,APM0016021,AzureSentinel,eastus2
,APM0016029,AzureSentinel,eastus2
,APM0016041,AzureSentinel,eastus2
,APM0016077,AzureSentinel,eastus2
,APM0016129,AzureSentinel,eastus2
,APM0016166,AzureSentinel,eastus2
,APM0016258,AzureSentinel,eastus2
,APM0016262,AzureSentinel,eastus2
,APM0016264,AzureSentinel,eastus2
,APM0016315,AzureSentinel,eastus2
,APM0016318,AzureSentinel,eastus2
,APM0016349,AzureSentinel,eastus2
,APM0016357,AzureSentinel,eastus2
,APM0016360,AzureSentinel,eastus2
,APM0016365,AzureSentinel,eastus2
,APM0016403,AzureSentinel,eastus2
,APM0016412,AzureSentinel,eastus2
,APM0016413,AzureSentinel,eastus2
,APM0016449,AzureSentinel,eastus2
,APM0016483,AzureSentinel,eastus2
,APM0016544,AzureSentinel,eastus2
,APM0016557,AzureSentinel,eastus2
,APM0016572,AzureSentinel,eastus2
,APM0016595,AzureSentinel,eastus2
,APM0016605,AzureSentinel,eastus2
,APM0016617,AzureSentinel,eastus2
,APM0016730,AzureSentinel,eastus2
,APM0016765,AzureSentinel,eastus2
,apm0016783,AzureSentinel,eastus2
,APM0016993,AzureSentinel,eastus2
,APM0017007,AzureSentinel,eastus2
,APM0017185,AzureSentinel,eastus2
,APM0017186,AzureSentinel,eastus2
,APM0017241,AzureSentinel,eastus2
,APM0017295,AzureSentinel,eastus2
,APM0017350,AzureSentinel,eastus2
,APM0017361,AzureSentinel,eastus2
,APM0017432,AzureSentinel,eastus2
,APM0017538,AzureSentinel,eastus2
,APM0017552,AzureSentinel,eastus2
,APM0017553,AzureSentinel,eastus2
,APM0017637,AzureSentinel,eastus2
,APM0017825,AzureSentinel,eastus2
,APM0017849,AzureSentinel,eastus2
,APM0017858,AzureSentinel,eastus2
,APM0017989,AzureSentinel,eastus2
,APM0018044,AzureSentinel,eastus2
,APM0018136,AzureSentinel,eastus2
,APM0018203,AzureSentinel,eastus2
,APM0018248,AzureSentinel,eastus2
,APM0018363,AzureSentinel,eastus2
,APM0018621,AzureSentinel,eastus2
,APM0018679,AzureSentinel,eastus2
,,EventHub.eastus2,eastus2
,APM0013582,EventHub.eastus2,eastus2
,APM0015087,EventHub.eastus2,eastus2
,APM0015724,EventHub.eastus2,eastus2
,APM0015822,EventHub.eastus2,eastus2
,APM0016393,EventHub.eastus2,eastus2
,,OneDsCollector,eastus2
,APM0014979,OneDsCollector,eastus2
,APM0016765,PowerPlatformInfra,eastus2
,APM0016765,PowerPlatformPlex,eastus2
,APM0014690,Sql,eastus2
,APM0014828,Sql,eastus2
,APM0016830,Sql,eastus2
,APM0016993,Sql,eastus2
,,Sql.eastus2,eastus2
,APM0013582,Sql.eastus2,eastus2
,APM0015087,Sql.eastus2,eastus2
,APM0015724,Sql.eastus2,eastus2
,APM0015822,Sql.eastus2,eastus2
,APM0016393,Sql.eastus2,eastus2
,,Storage.centralus,eastus2
,APM0014979,Storage.centralus,eastus2
,,Storage.eastus2,eastus2
,APM0013582,Storage.eastus2,eastus2
,APM0014979,Storage.eastus2,eastus2
,APM0015087,Storage.eastus2,eastus2
,APM0015724,Storage.eastus2,eastus2
,APM0015822,Storage.eastus2,eastus2
,APM0016393,Storage.eastus2,eastus2
,APM0015888,WindowsVirtualDesktop,eastus2
,,,westus
,,0.0.0.0/0,westus
,APM0013406,0.0.0.0/0,westus
,APM0013885,0.0.0.0/0,westus3
,APM0014028,0.0.0.0/0,westus3
,APM0014690,0.0.0.0/0,westus3
,APM0016077,0.0.0.0/0,westus3
,,0.0.0.0/0,centralus
,APM0015132,0.0.0.0/0,centralus
,,10.0.0.0/8,centralus
,,100.96.2.0/24,centralus
,,100.96.3.0/24,centralus
,,100.96.4.0/24,centralus
,,100.96.5.0/24,centralus
,,100.96.6.0/24,centralus
,,100.96.7.0/24,centralus
,,157.121.0.0/16,centralus
,,167.69.0.0/16,centralus
,,172.16.0.0/12,centralus
,,198.187.64.0/18,centralus
,,204.99.0.0/17,centralus
,,206.213.0.0/16,centralus
,,ApiManagement,centralus
,APM0015132,ApiManagement,centralus
,,AppService,centralus
,APM0015132,AppService,centralus
,,AzureActiveDirectory,centralus
,APM0015132,AzureActiveDirectory,centralus
,,AzureActiveDirectoryDomainServices,centralus
,APM0015132,AzureActiveDirectoryDomainServices,centralus
,,AzureBackup,centralus
,APM0015132,AzureBackup,centralus
,,AzureBotService,centralus
,APM0015132,AzureBotService,centralus
,,AzureCloud.centralus,centralus
,APM0015132,AzureCloud.centralus,centralus
,,AzureContainerRegistry,centralus
,APM0015132,AzureContainerRegistry,centralus
,,AzureContainerRegistry.centralus,centralus
,APM0015132,AzureContainerRegistry.centralus,centralus
,,AzureCosmosDB,centralus
,APM0015132,AzureCosmosDB,centralus
,,AzureDatabricks,centralus
,APM0015132,AzureDatabricks,centralus
,,AzureFrontDoor.FirstParty,centralus
,APM0015132,AzureFrontDoor.FirstParty,centralus
,,AzureKeyVault,centralus
,APM0015132,AzureKeyVault,centralus
,,AzureMonitor,centralus
,APM0015132,AzureMonitor,centralus
,,AzureResourceManager,centralus
,APM0015132,AzureResourceManager,centralus
,,AzureSentinel,centralus
,APM0015132,AzureSentinel,centralus
,,0.0.0.0/0,eastus2
,APM0015132,0.0.0.0/0,eastus2
,,100.96.2.0/24,eastus2
,,100.96.3.0/24,eastus2
,,100.96.4.0/24,eastus2
,,100.96.5.0/24,eastus2
,,100.96.6.0/24,eastus2
,,100.96.7.0/24,eastus2
,,ApiManagement,eastus2
,APM0015132,ApiManagement,eastus2
,,AppService,eastus2
,APM0015132,AppService,eastus2
,,AzureActiveDirectory,eastus2
,APM0015132,AzureActiveDirectory,eastus2
,,AzureActiveDirectoryDomainServices,eastus2
,APM0015132,AzureActiveDirectoryDomainServices,eastus2
,,AzureBackup,eastus2
,APM0015132,AzureBackup,eastus2
,,AzureBotService,eastus2
,APM0015132,AzureBotService,eastus2
,,AzureCloud.eastus2,eastus2
,APM0015132,AzureCloud.eastus2,eastus2
,,AzureContainerRegistry,eastus2
,APM0015132,AzureContainerRegistry,eastus2
,,AzureContainerRegistry.eastus2,eastus2
,APM0015132,AzureContainerRegistry.eastus2,eastus2
,,AzureCosmosDB,eastus2
,APM0015132,AzureCosmosDB,eastus2
,,AzureDatabricks,eastus2
,APM0015132,AzureDatabricks,eastus2
,,AzureFrontDoor.FirstParty,eastus2
,APM0015132,AzureFrontDoor.FirstParty,eastus2
,,AzureKeyVault,eastus2
,APM0015132,AzureKeyVault,eastus2
,,AzureMonitor,eastus2
,APM0015132,AzureMonitor,eastus2
,,AzureResourceManager,eastus2
,APM0015132,AzureResourceManager,eastus2
,,AzureSentinel,eastus2
,APM0015132,AzureSentinel,eastus2
,,AzureSiteRecovery,eastus2
ACCTS,,0.0.0.0/0,eastus2
ACCTS,,10.0.0.0/8,eastus2
ACCTS,,157.121.0.0/16,eastus2
ACCTS,,167.69.0.0/16,eastus2
ACCTS,,172.16.0.0/12,eastus2
ACCTS,,198.187.64.0/18,eastus2
ACCTS,,204.99.0.0/17,eastus2
ACCTS,,206.213.0.0/16,eastus2
ACCTS,,ApiManagement,eastus2
ACCTS,,AppService,eastus2
ACCTS,,AzureActiveDirectory,eastus2
ACCTS,,AzureActiveDirectoryDomainServices,eastus2
ACCTS,,AzureBackup,eastus2
ACCTS,,AzureBotService,eastus2
ACCTS,,AzureCloud.eastus2,eastus2
ACCTS,,AzureContainerRegistry,eastus2
ACCTS,,AzureContainerRegistry.eastus2,eastus2
ACCTS,,AzureCosmosDB,eastus2
ACCTS,,AzureDatabricks,eastus2
ACCTS,,AzureFrontDoor.FirstParty,eastus2
ACCTS,,AzureKeyVault,eastus2
ACCTS,,AzureMonitor,eastus2
ACCTS,,AzureResourceManager,eastus2
ACCTS,,AzureSentinel,eastus2
ACE,,0.0.0.0/0,eastus2
ACSIMAGING/ScerIS Imaging,,0.0.0.0/0,eastus2
ACSIMAGING/ScerIS Imaging,,10.0.0.0/8,eastus2
ACSIMAGING/ScerIS Imaging,,157.121.0.0/16,eastus2
ACSIMAGING/ScerIS Imaging,,167.69.0.0/16,eastus2
ACSIMAGING/ScerIS Imaging,,172.16.0.0/12,eastus2
ACSIMAGING/ScerIS Imaging,,198.187.64.0/18,eastus2
ACSIMAGING/ScerIS Imaging,,204.99.0.0/17,eastus2
ACSIMAGING/ScerIS Imaging,,206.213.0.0/16,eastus2
ACSIMAGING/ScerIS Imaging,,ApiManagement,eastus2
ACSIMAGING/ScerIS Imaging,,AppService,eastus2
ACSIMAGING/ScerIS Imaging,,AzureActiveDirectory,eastus2
ACSIMAGING/ScerIS Imaging,,AzureActiveDirectoryDomainServices,eastus2
ACSIMAGING/ScerIS Imaging,,AzureBackup,eastus2
ACSIMAGING/ScerIS Imaging,,AzureBotService,eastus2
ACSIMAGING/ScerIS Imaging,,AzureCloud.eastus2,eastus2
ACSIMAGING/ScerIS Imaging,,AzureContainerRegistry,eastus2
ACSIMAGING/ScerIS Imaging,,AzureContainerRegistry.eastus2,eastus2
ACSIMAGING/ScerIS Imaging,,AzureCosmosDB,eastus2
ACSIMAGING/ScerIS Imaging,,AzureDatabricks,eastus2
ACSIMAGING/ScerIS Imaging,,AzureFrontDoor.FirstParty,eastus2
ACSIMAGING/ScerIS Imaging,,AzureKeyVault,eastus2
ACSIMAGING/ScerIS Imaging,,AzureMonitor,eastus2
ACSIMAGING/ScerIS Imaging,,AzureResourceManager,eastus2
ACSIMAGING/ScerIS Imaging,,AzureSentinel,eastus2
ACTUARIAL DATA REPOSITORY,,0.0.0.0/0,centralus
ACTUARIAL DATA REPOSITORY,,10.0.0.0/8,centralus
ACTUARIAL DATA REPOSITORY,,157.121.0.0/16,centralus
ACTUARIAL DATA REPOSITORY,,167.69.0.0/16,centralus
ACTUARIAL DATA REPOSITORY,,172.16.0.0/12,centralus
ACTUARIAL DATA REPOSITORY,,198.187.64.0/18,centralus
ACTUARIAL DATA REPOSITORY,,204.99.0.0/17,centralus
ACTUARIAL DATA REPOSITORY,,206.213.0.0/16,centralus
ACTUARIAL DATA REPOSITORY,,ApiManagement,centralus
ACTUARIAL DATA REPOSITORY,,AppService,centralus
ACTUARIAL DATA REPOSITORY,,AzureActiveDirectory,centralus
ACTUARIAL DATA REPOSITORY,,AzureActiveDirectoryDomainServices,centralus
ACTUARIAL DATA REPOSITORY,,AzureBackup,centralus
ACTUARIAL DATA REPOSITORY,,AzureBotService,centralus
ACTUARIAL DATA REPOSITORY,,AzureCloud.centralus,centralus
ACTUARIAL DATA REPOSITORY,,AzureContainerRegistry,centralus
ACTUARIAL DATA REPOSITORY,,AzureContainerRegistry.centralus,centralus
ACTUARIAL DATA REPOSITORY,,AzureCosmosDB,centralus
